"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Ensembl"	"GeneCards"
G-15089				MONOMER-17302		
G-10240				MONOMER-13450		
G-44208				MONOMER-19504		
G-11160				MONOMER-14591		
G-11649	"VSAL_I0136"			MONOMER-15219		
G-15513	"Rru_A1998"			MONOMER-17871		
G-44626				MONOMER-19927		
G-17757				MONOMER-18249		
G-55125				MONOMER-20238		
G-12144				MONOMER-15818		
G-2083				MONOMER-2963		
G-12560				MONOMER-16271		
G-9186				MONOMER-11823		
G-34495				MONOMER-18787		
AT2G18950				AT2G18950-MONOMER		
AT5G13320				AT5G13320-MONOMER		
G-9789				MONOMER-12776		
G-10690				MONOMER-13999		
G-14630	"CH211-198N5.5-001"			MONOMER-16789		
G-43813				MONOMER-19080		
G-15073	"Caur_1647"			MONOMER-17286		
G-10220				MONOMER-13428		
HP0366				HP0366-MONOMER		
G-44192				MONOMER-19487		
G-11142				MONOMER-14571		
G-11631				MONOMER-15200		
HS09990		131257082	131271362	HS09990-MONOMER		
G-15494	"HI_1552"			MONOMER-17845		
G-4461				MONOMER-5922		
G-17739				MONOMER-18230		
G-55107	"PA0666"			MONOMER-20215		
G-12124		974375	977518	MONOMER-15783		
G-2006				MONOMER-12740		
G-12544				MONOMER-16251		
G-9162				MONOMER-11798		
G-34478				MONOMER-18769		
AT2G01350				AT2G01350-MONOMER		
AT5G07010				AT5G07010-MONOMER		
G-9770				MONOMER-12742		
G-10667				MONOMER-13970		
G-14615				MONOMER-16773		
G-43797				MONOMER-19055		
G-15056				MONOMER-17270		
G-10199				MONOMER-13406		
GIO2-1460	"Cre07.g324550.t1.2"			GIO2-1460-MONOMER		
G-44176				MONOMER-19467		
G-11126				MONOMER-14555		
HS04527		179758168	179795069	HS04527-MONOMER		
G-11592				MONOMER-15153		
G-15478				MONOMER-17816		
G-44593	"MSMEG_3271"			MONOMER-19890		
G-17717				MONOMER-18207		
G-55084	"SGR_6890"			MONOMER-20193		
G-12099				MONOMER-15752		
G-1942				MONOMER-2782		
G-12526				MONOMER-16232		
G-9121				MONOMER-11736		
G-336				MCRBMAUTO-MONOMER		
AT1G78590				AT1G78590-MONOMER		
AT5G03300				AT5G03300-MONOMER		
G-9742				MONOMER-12696		
G-10649				MONOMER-13947		
G-14594				MONOMER-16746		
G-43781				MONOMER-19039		
G-15040				MONOMER-17254		
G-10176				MONOMER-13379		
G66-37868				MONOMER66-34367		
G-44159				MONOMER-19451		
G-11109				MONOMER-11921		
HS04268		95614297	95623046	HS04268-MONOMER		
G-11575				MONOMER-15136		
G-15461	"slr1780"			MONOMER-17788		
G-44576				MONOMER-19869		
G-17701				MONOMER-18190		
G-55064	"XCC0218"			MONOMER-20173		
G-12082				MONOMER-15726		
G-1842				MONOMER-2662		
G-12504				MONOMER-16211		
G-9097				MONOMER-11692		
G-327				MTRHMAUTO-MONOMER		
AT1G74470	"AT1G74470"			AT1G74470-MONOMER		
AT4G34890	"At4G34890"			AT4G34890-MONOMER		
G-9719				MONOMER-12658		
G-10622				MONOMER-13919		
G-14570				MONOMER-16713		
G-43764				MONOMER-12077		
G-15023				MONOMER-17236		
G-10159				MONOMER-13357		
G3O-33	":YJL097W"			MONOMER3O-85		
G-44143				MONOMER-19435		
G-11089		142705393	142724228	MONOMER-14521		
HS04076		236958581	237067281	HS04076-MONOMER		
G-11559				MONOMER-15123		
G-15443				MONOMER-17769		
G-44560	"Mpe_B0547"			MONOMER-19851		
G-17685				MONOMER-18174		
HS09270		130994603	131007700	HS09270-MONOMER		
G-55046	"MA_3128"			MONOMER-20156		
G-12066				MONOMER-15709		
G-18086				MONOMER-18621		
G-12485				MONOMER-16188		
G-9081				MONOMER-11673		
G-319				PROCST-MONOMER		
AT1G68530				AT1G68530-MONOMER		
AT4G30950				AT4G30950-MONOMER		
G-97				MONOMER-11936		
G-10602				MONOMER-13895		
G-14542				MONOMER-16686		
G-43748				MONOMER-19009		
G-15008				MONOMER-17221		
G-10143				MONOMER-13324		
G3O-30047	"YDR539W"			G3O-30047-MONOMER		
G-44127				MONOMER-19420		
G-11061				MONOMER-14486		
HS03945		136261885	136311220	HS03945-MONOMER		
G-11542				MONOMER-15107		
G-15429				MONOMER-17755		
G-44542				MONOMER-19830		
G-17669				MONOMER-18162		
G-55028	"RSP_1338"			MONOMER-20135		
G-12050	"Saci_0757"			MONOMER-15683		
G-18070				MONOMER-18605		
G-12465				MONOMER-16164		
G-9053				MONOMER-11637		
G-311				HOXGALCA-MONOMER		
AT1G63970				AT1G63970-MONOMER		
AT4G25700				AT4G25700-MONOMER		
G-9673				MONOMER-12602		
G-10580				MONOMER-13866		
G-14512				MONOMER-16654		
G-43731	"gll0410"			MONOMER-18992		
G-14992				MONOMER-17201		
G-10124				MONOMER-13290		
G18NG-12642	"cg3349"			G18NG-12642-MONOMER		
G-44111	"SCLAV_5269"			MONOMER-19404		
G-11037				MONOMER-14461		
HS03761				ENSG00000114366-MONOMER		
G-11520				MONOMER-15086		
G-15414				MONOMER-17726		
G-44522				MONOMER-19814		
G-17654				MONOMER-18147		
HS08663		46688624	46733565	HS08663-MONOMER		
G-55012	"HELO_3665"			MONOMER-20123		
G-12030				MONOMER-15661		
G-18054				MONOMER-18589		
G-12440	"Pmob_0601"			MONOMER-16137		
G-9034		2426180	2427055	MONOMER-11601		
G-3001				MONOMER-3941		
AT1G55920				AT1G55920-MONOMER		
AT4G19230				AT4G19230-MONOMER		
G-9643				MONOMER-12558		
G-10557				MONOMER-13842		
G-14491				MONOMER-16633		
G-43712				MONOMER-18966		
G-14976				MONOMER-17184		
G-10103				MONOMER-13269		
G185E-8121	"Rv3825c"			G185E-8121-MONOMER		
G-44095	"TSTA_117750"			MONOMER-19386		
G-11019				MONOMER-14443		
G-11500				MONOMER-15059		
G-15392				MONOMER-17694		
G-44498				MONOMER-19794		
G-1764				MONOMER-2504		
G-54997				MONOMER-20109		
G-12011				MONOMER-15642		
G-18036				MONOMER-18568		
G-12423				MONOMER-16114		
G-9013				MONOMER-11558		
G-2965				MONOMER-3905		
AT1G47260				AT1G47260-MONOMER		
AT4G14680				AT4G14680-MONOMER		
G-9615				MONOMER-12527		
G-10534				MONOMER-13809		
G-14464				MONOMER-16611		
G-43696				MONOMER-18950		
G-14957				MONOMER-17165		
G-10088				MONOMER-13254		
G185E-8086	"Rv3790"			G185E-8086-MONOMER		
G-44077				MONOMER-19369		
G-11003				MONOMER-14417		
G-11482				MONOMER-15042		
G-15368				MONOMER-17655		
HS03351		107797986	107818839	HS03351-MONOMER		
G-11476				MONOMER-15036		
G-15365				MONOMER-17652		
G-44478				MONOMER-19774		
G-17620				MONOMER-18110		
G-54978				MONOMER-20092		
G-11989				MONOMER-15620		
G-18016				MONOMER-18543		
G-12405				MONOMER-16099		
G-8983				MONOMER-11524		
G-281				AROCBACSU-MONOMER		
AT1G21640				AT1G21640-MONOMER		
AT4G02500	"At4g02500"			AT4G02500-MONOMER		
G-9592				MONOMER-12492		
G-10510				MONOMER-13779		
G-1361				MONOMER-1961		
G-425				PSBM-MONOMER		
G-14935				MONOMER-17143		
G-10068				MONOMER-13227		
G185E-7817	"MT3644"			G185E-7817-MONOMER		
G-44058	"SO_2477"			MONOMER-19348		
G-10985				MONOMER-14399		
G-11460				MONOMER-15016		
G-15345				MONOMER-17630		
G-44462				MONOMER-19758		
G-1721				MONOMER-2421		
G-54960				MONOMER-20075		
G-11964	"AFUA_2G17990"			MONOMER-15593		
YPL057C	"YPL057C"			MONOMER3O-703		
G-18001	"Alvin_2448"			MONOMER-18528		
G-12390				MONOMER-16084		
G-8823				MONOMER-11348		
G-27224				MONOMER-18756		
AT1G16400	"At1g16400"			AT1G16400-MONOMER		
AT3G57785				AT3G57785-MONOMER		
G-9566				MONOMER-12447		
G-10489	"Msed_0406"			MONOMER-13735		
G-12835				MONOMER-16600		
G-409				PSAJ-MONOMER		
G-14908				MONOMER-19216 // MONOMER-19217 // MONOMER-17106		
G-10052				MONOMER-13211		
G185E-7539	"Rv3265c"			G185E-7539-MONOMER		
G-44042				MONOMER-19332		
G-10968				MONOMER-14378		
G-11437				MONOMER-14990		
G-15326				MONOMER-17607		
G-44446				MONOMER-19742		
G-163				MONOMER-585		
G-530				MONOMER-810		
G-11944				MONOMER-15570		
YMR261C				MONOMER3O-4030		
G-17986				MONOMER-18513		
G-12374		2199762	2200664	MONOMER-16069		
G-8622				MONOMER-11102		
G-2721				MONOMER-3661		
AT1G09940		3237233	3239271	AT1G09940-MONOMER		
AT3G51160				AT3G51160-MONOMER		
G-9546				MONOMER-12401		
G-10469				MONOMER-13709		
G-12807	"MJ0837"			MONOMER-16557		
G-391				NIFDCP-MONOMER		
G-14890	"SACE_6480"			MONOMER-17087		
G-10036				MONOMER-13191		
G185E-7192	"Rv2939"			G185E-7192-MONOMER		
G-44026	"slr1508"			MONOMER-19316		
G-10952				MONOMER-14361		
G-11419				MONOMER-14971		
G-15310	"PA3014"			MONOMER-17591		
G-44430				MONOMER-13259		
G-16080				MONOMER-18087		
G-5209				MONOMER-7502		
G-11927				MONOMER-12300		
YLR245C	"YLR245C"	626502	626930	YLR245C-MONOMER		
G-17968				MONOMER-18486		
G-12358				MONOMER-16053		
G-8361				MONOMER-10801		
G-27195				MONOMER-18722		
AT1G04620				AT1G04620-MONOMER		
AT3G43600				AT3G43600-MONOMER		
G-9527				MONOMER-12355		
G-10440				MONOMER-13679		
G-12789				MONOMER-16530		
G-38				MONOMER66-302		
G-14874				MONOMER-17071		
G-10013				MONOMER-13167		
G185E-6361	"Rv2153c"			G185E-6361-MONOMER		
G-44010				MONOMER-19300		
G-10933				MONOMER-14341		
HS02424		47436068	47675086	HS02424-MONOMER		
G-114				MONOMER-902		
G-15295	"PA3156"			MONOMER-17575		
G-44415	"Cvib_1051"			MONOMER-19711		
G-16062				MONOMER-18068		
G-513				MONOMER-346		
G-11911	"RA1258"			MONOMER-15538		
YJR057W	"YJR057W"	544062	544712	YJR057W-MONOMER		
G-17948				MONOMER-18458		
G-12341	"FTL_0465"			MONOMER-16038		
G-8104				MONOMER-10424		
G-27177				MONOMER-18703		
AG4				AG4-MONOMER		
AT3G23630				AT3G23630-MONOMER		
G-9510				MONOMER-12317		
G-10417				MONOMER-13661		
G-12773				MONOMER-16509		
G-373				MCHMBARK-MONOMER		
G-14858				MONOMER-17055		
EAS12				EAS12-MONOMER		
G185E-5513	"Rv1334"			G185E-5513-MONOMER		
G-43994	"HVO_1517"			MONOMER-19283		
G-10914				MONOMER-14305		
HS02123		87219967	87398911	HS02123-MONOMER		
G-11383				MONOMER-14933		
G-15278	"KSU1_D0929"			MONOMER-17554		
G-44400				MONOMER-19696		
G-16040	"PAB2272"			MONOMER-18045		
G-499				MONOMER-87		
G-11890				MONOMER-15515		
YGR087C		651290	652981	YGR087C-MONOMER		
G-17927				MONOMER-18438		
G-12319				MONOMER-16010		
G-7862				MONOMER-10170		
G-27161				MONOMER-18687		
G-9475				MONOMER-12255		
G-12757				MONOMER-16490		
G-362				CDHAMSARC-MONOMER		
G-14840				MONOMER-17032		
AT3G21070				AT3G21070-MONOMER		
BBSG				MONOMER-687		
G185E-5106	"Rv0951"			G185E-5106-MONOMER		
G-43978				MONOMER-19267		
G-10895				MONOMER-14264		
HS01985		28710525	28720251	MONOMER-14902 // MONOMER-14901 // HS01985-MONOMER		
G-11365				MONOMER-14913		
G-15254				MONOMER-17531		
G-44381				MONOMER-19679		
G-16018	"Npun_F2458"			MONOMER-18025		
G-481				MONOMER-184		
G-11868	"EfaeDRAFT_0086"			MONOMER-15487		
YER019W	YER019W			YER019W-MONOMER		
G-17911				MONOMER-18414		
G-12300				MONOMER-15990		
G-7144		666641	667774	MONOMER-9447		
G-27141				MONOMER-18666		
G-9455				MONOMER-12226		
G-12739	"Cthe_2193"			MONOMER-16472		
G-349				FWDDMAUTO-MONOMER		
G-14824				MONOMER-17004		
AT3G15730		5330344	5333752	AT3G15730-MONOMER		
ATMG00060				ATMG00513-MONOMER		
G-9982				MONOMER-13103		
G-43962	"PPS_4078"			MONOMER-19251		
G-10879				MONOMER-14248		
G-15236		4581257	4583218	MONOMER-17492		
G-10393				MONOMER-13637		
G-44365				MONOMER-19663		
G-16003				MONOMER-3524		
G-11340				MONOMER-14881		
HS06822		12038207	12087656	HS06822-MONOMER		
G-44756				MONOMER-20063		
G-11850				MONOMER-15466		
YDL168W				YDL168W-MONOMER		
G-17895				MONOMER-18398		
G-12285				MONOMER-15975		
G-6819				MONOMER-8862		
G-27124				MONOMER-18646		
G-9439				MONOMER-12209		
G-12723				MONOMER-16455		
G-34637				MONOMER-18928		
G-14806	"REQ_06520"			MONOMER-16988		
AT3G11170				AT3G11170-MONOMER		
AT5G64860				AT5G64860-MONOMER		
G-9961				MONOMER-13080		
G-43946				MONOMER-19234		
G-10857				MONOMER-14213		
G-15217				MONOMER-17449		
G-10372	"Caur_0174"			MONOMER-13604		
G-44331	"Mb2959"			MONOMER-19629		
G-15989				MONOMER-18000		
G-11324				MONOMER-14858		
G-44740				MONOMER-20040		
G-11833				MONOMER-15449		
YBL098W				YBL098W-MONOMER		
G-17878				MONOMER-18379		
G-665				MONOMER-1093		
G-264				26DICHDIOXFLAVO-MONOMER		
G-12266				MONOMER-15957		
G-9417				MONOMER-12178		
G-12701	"Cthe_0625"			MONOMER-16432		
G-34621				MONOMER-18912		
G-14782	"RHA1_ro04542"			MONOMER-16962		
AT3G03530				AT3G03530-MONOMER		
AT5G58220				AT5G58220-MONOMER		
G-9945				MONOMER-13061		
G-43929				MONOMER-19212		
G-10830				MONOMER-14177		
HS01216		104845940	104953056	HS01216-MONOMER		
G-15201				MONOMER-17427		
G-10355				MONOMER-13584		
G-44308				MONOMER-19606		
G-15971				MONOMER-17977		
G-11279				MONOMER-14777		
HS06437		27402258	27416190	HS06437-MONOMER		
G-44724	"spr1147"			MONOMER-20024		
G-11804				MONOMER-15412		
SYNPCC7942_0224		223821	223961	SYNPCC7942_0224-MONOMER		
G-17862				MONOMER-18363		
G-6401				MONOMER-8422		
G-254				MONOMER-242		
G-12249				MONOMER-15933		
G-9382				MONOMER-12129		
G-12681	"Cthe_3079"			MONOMER-16410		
G-346				FMDCMAUTO-MONOMER		
AT2G47380				AT2G47380-MONOMER		
AT5G51810				AT5G51810-MONOMER		
G-9927				MONOMER-13031		
G-43913				MONOMER-19194		
G-10811				MONOMER-14148		
G-14766				MONOMER-16946		
G-15185				COHBENREDTHAUERA-MONOMER		
G-10339				MONOMER-13568		
G-44292				MONOMER-19590		
G-11257				MONOMER-14754		
G-44707				MONOMER-20007		
G-11786				MONOMER-15382		
JGI-824484				824484-MONOMER		
G-17843				MONOMER-18343		
G-6066	"SAOUHSC_01359"			MONOMER-7721		
G-2441				MONOMER-3305		
G-12232				MONOMER-15915		
G-9327				MONOMER-12045		
G-12663				MONOMER-16392		
G-34574	"Mbar_A1793"			MONOMER-18866		
AT2G42310				AT2G42310-MONOMER		
AT5G48000				AT5G48000-MONOMER		
G-9909				MONOMER-12985		
G-43896	"Mcup_0681"			MONOMER-19176		
G-10792				MONOMER-14120		
HS00873		42829420	42834125	HS00873-MONOMER		
G-14748				MONOMER-16929		
G-15166				MONOMER-17387		
G-10323				MONOMER-13552		
G-44275				MONOMER-19573		
G-11239				MONOMER-14680		
G-44691	"SAOUHSC_00870"			MONOMER-19991		
G-11768	"At5g19530"			MONOMER-15365		
G-15939				MONOMER-17946		
G-17826				MONOMER-18325		
G-5882				MONOMER-7802		
G-12214				MONOMER-15895		
G-9304				MONOMER-12010		
G-238				MONOMER-281		
G-12647		43203	44651	MONOMER-16377		
G-34558	"AFUA_6G09700"			MONOMER-18850		
AT2G36530				AT2G36530-MONOMER		
AT5G40650				AT5G40650-MONOMER		
G-9892				MONOMER-12927		
G-43879				MONOMER-19154		
G-10769				MONOMER-14094		
G-14728				MONOMER-16908		
G-15150	"Dmel_CG6728"			MONOMER-17371		
G-10296				MONOMER-12295		
G-44259	"ELI_4219"			MONOMER-19557		
G-11220				MONOMER-14661		
G-44675	"BSUW23_19105"			MONOMER-19975		
G-11737	"cgR_0493"			MONOMER-15334		
G-1591				MONOMER-2234		
G-17809	"Elen_0235"			MONOMER-18308		
G-5541				MONOMER-7161		
G-12197				MONOMER-15878		
G-9250				MONOMER-11919		
G-2291				MONOMER-3191		
G-12622		1254132	1255136	MONOMER-16353		
G-34542	"SMWW4_v1c10920"			MONOMER-18834		
AT2G31490				AT2G31490-MONOMER		
AT5G33290				AT5G33290-MONOMER		
G-9861				MONOMER-12866		
G-10749				MONOMER-14069		
HS00434		93560541	93580711	ENSG00000023909-MONOMER		
G-14696				MONOMER-16872		
G-43866				MONOMER-19136		
G-15130		175622	176827	MONOMER-17345		
G-10276				MONOMER-13491		
G-44242				MONOMER-19538		
G-11197				MONOMER-14633		
G-11719	"PA2386"			MONOMER-15307		
G-15545				MONOMER-17908		
G-17790				MONOMER-18286		
G-55157	"PA2305"			MONOMER-20272		
G-12181				MONOMER-15858		
G-9230				MONOMER-11894		
G-2245				MONOMER-3152		
G-12601		1339759	1341147	MONOMER-16332		
G-34525	"Moth_1196"			MONOMER-18817		
AT2G27490				AT2G27490-MONOMER		
AT5G23010				AT5G23010-MONOMER		
G-9827				MONOMER-12818		
G-10732				MONOMER-14045		
HS00300		51712325	51720793	ENSG00000011052-MONOMER		
G-14668				MONOMER-16843		
G-43850				MONOMER-19117		
G-15107				MONOMER-17323		
G-10254				MONOMER-13467		
G-44221				MONOMER-19517		
G-11175				MONOMER-14608		
G-117				MONOMER-962		
G-15527	"aq_1292"			MONOMER-17884		
G-44640	"SRIM_10926"			MONOMER-19941		
G-17771				MONOMER-18266		
G-55139				MONOMER-20253		
G-12163				MONOMER-15837		
G-2181				MONOMER-3061		
G-12585				MONOMER-16316		
G-9205				MONOMER-11845		
G-34508				MONOMER-18800		
AT2G22990		9793396	9797259	AT2G22990-MONOMER		
AT5G16440				AT5G16440-MONOMER		
G-9811				MONOMER-12799		
G-10709				MONOMER-14021		
G-14648				MONOMER-16817		
G-43834				MONOMER-19101		
G-15086	"SO_1742"			MONOMER-17299		
G-10237				MONOMER-13447		
G-44205				MONOMER-19501		
G-11157				MONOMER-14588		
G-11646	"BB3895"			MONOMER-15216		
G-15507				MONOMER-17864		
G-44623	"SM_b21170"			MONOMER-19924		
G-17754				MONOMER-18246		
G-55121	"TGGT1_273540"			MONOMER-20233		
G-12140				MONOMER-15810		
G-208				MONOMER-502		
G-12557	"BSU07000"			MONOMER-16265		
G-9182				MONOMER-11819		
G-34492				MONOMER-18784		
AT2G15490				AT2G15490-MONOMER		
AT5G11880				AT5G11880-MONOMER		
G-9786				MONOMER-12771		
G-10684				MONOMER-13991		
G-14627				MONOMER-16786		
G-43810				MONOMER-19074		
G-15070				MONOMER-17283		
G-10217				MONOMER-13425		
GMETA-14694		1355388	1356683	MONOMERMETA-16870		
G-44189				MONOMER-19484		
G-11139				MONOMER-14568		
G-11627		23055544	23093815	MONOMER-15194		
G-15491	"slr1171"			MONOMER-17842		
G-44607	"BF0227"			MONOMER-19905		
G-17732	"BH3143"			MONOMER-18222		
G-55104	"PP_0405"			MONOMER-20212		
G-12119		877445	877930	MONOMER-15776		
G-2003				MONOMER-2843		
G-12541				MONOMER-16247		
G-9149				MONOMER-11778		
G-34475				MONOMER-18766		
AT1G80380				AT1G80380-MONOMER		
AT5G05870				AT5G05870-MONOMER		
G-9767				MONOMER-12738		
G-10664				MONOMER-13967		
G-14612				MONOMER-16757		
G-43794				MONOMER-19052		
G-15053				MONOMER-17267		
G-10195				MONOMER-13400		
GGPS1-C				MONOMER-12171		
G-44172				MONOMER-19464		
G-11122				MONOMER-14552		
HS04504		118559400	118588536	HS04504-MONOMER		
G-11589				MONOMER-15150		
G-15474				MONOMER-17803		
G-44590	"BAB2_0367"			MONOMER-19887		
G-17714				MONOMER-18204		
G-55078	"HI_1012"			MONOMER-20188		
G-12096				MONOMER-15744		
G-193				MONOMER-541		
G-12521				MONOMER-16227		
G-9118				MONOMER-11733		
G-333				MTRBMAUTO-MONOMER		
AT1G78500		29536539	29540070	AT1G78500-MONOMER		
AT4G39540				AT4G39540-MONOMER		
G-9739				MONOMER-12693		
G-10643	"P0543C11.29"			MONOMER-13941		
G-14591				MONOMER-16742		
G-43777				MONOMER-19036		
G-15038				MONOMER-17249		
G-10172				PSBACOTE-MONOMER		
G3O-60	"YKL212W"			G3O-31970-MONOMER		
G-44156				MONOMER-19448		
G-11106				MONOMER-14536		
HS04210		29022365	29083919	ENSG00000118276-MONOMER		
G-11572				AKPTHIOLST-MONOMER		
G-15457				MONOMER-17784		
G-44573				MONOMER-19866		
G-17698				MONOMER-18187		
HS09519		234302512	234346684	HS09519-MONOMER		
G-55060	"SO_1743"			MONOMER-20169		
G-12079				MONOMER-15722		
G-18378				MONOMER-18631		
G-12500	"PHG244"			MONOMER-16206		
G-9094				MONOMER-11689		
G-3264				MONOMER-4214		
AT1G74100	"At1g74100"			AT1G74100-MONOMER		
AT4G34640				AT4G34640-MONOMER		
G-9716		767486	769963	MONOMER-12654		
G-10616				MONOMER-13913		
G-14567				MONOMER-16710		
G-43761				MONOMER-19022		
G-15020				MONOMER-17233		
G-10156				MONOMER-13347		
G3O-32708	"YML130C"			G3O-32708-MONOMER		
G-44140				MONOMER-19432		
G-11083				MONOMER-14514		
G-11556				MONOMER-15120		
G-15440				MONOMER-17766		
G-44557	"Mpe_B0539"			MONOMER-19848		
G-17682				MONOMER-18171		
G-55043				MONOMER-20151		
G-12063				MONOMER-15704		
G-18083				MONOMER-18618		
G-12481				MONOMER-16179		
G-9078				MONOMER-11667		
G-3181	"At1g51760"			MONOMER-4141		
AT1G68000				AT1G68000-MONOMER		
AT4G30340	"At4G30340"			AT4G30340-MONOMER		
G-9691				MONOMER-12625		
G-10596				MONOMER-13889		
G-14531				MONOMER-16675		
G-43745				MONOMER-19006		
G-15005				MONOMER-17218		
G-10140				MONOMER-13321		
G3O-29003	"YBR022W"			G3O-29003-MONOMER		
G-44124				MONOMER-19417		
G-11057		45212768	45223686	MONOMER-14481		
HS03897		86070272	86082671	HS03897-MONOMER		
G-11539				MONOMER-15104		
G-15426				MONOMER-17745		
G-44539				MONOMER-19827		
G-17666				MONOMER-18159		
HS08920		9631026	9683949	HS08920-MONOMER		
G-55025	"RSP_1008"			MONOMER-20132		
G-12047	"SSO2345"			MONOMER-15679		
G-18067				MONOMER-18602		
G-12462				MONOMER-16161		
G-9050				MONOMER-11634		
G-309				SOXADENIT-MONOMER		
AT1G62430				AT1G62430-MONOMER		
AT4G25080				AT4G25080-MONOMER		
G-9663				MONOMER-12590		
G-10577				MONOMER-13863		
G-14509				MONOMER-16651		
G-43727				MONOMER-18988		
G-14989				MONOMER-17198		
G-10120				MONOMER-13286		
G18NG-12357	"Cgl2740"			G18NG-12357-MONOMER		
G-44108	"SCLAV_5271"			MONOMER-19401		
G-11034	"sco1207"			MONOMER-14458		
HS03739		140000984	140024328	ENSG00000114113-MONOMER		
G-11513				MONOMER-15080		
G-15411				MONOMER-17723		
G-44519				MONOMER-19811		
G-17651	"SPC01_0014"			MONOMER-18144		
HS08619		33685862	33711097	HS08619-MONOMER		
G-55009	"HELO_3661"			MONOMER-20120		
G-12026				MONOMER-15657		
G-18051				MONOMER-18586		
G-12437				MONOMER-16133		
G-9031				MONOMER-11597		
G-2988				MONOMER-3928		
AT1G53500	"At1g53500"			AT1G53500-MONOMER		
AT4G17090				AT4G17090-MONOMER		
G-9638				MONOMER-12551		
G-10550				MONOMER-13835		
G-14488				MONOMER-16630		
G-43709				MONOMER-18963		
G-14971				MONOMER-17179		
G-10100				MONOMER-13266		
G185E-8116	"Rv3820c"			G185E-8116-MONOMER		
G-44092				MONOMER-19383		
G-11016		9447585	9461180	MONOMER-14440		
G-11498				MONOMER-15057		
G-15389				MONOMER-17691		
G-44494	"RHA1_ro01858"			MONOMER-19790		
G-17637				MONOMER-18130		
G-54994				MONOMER-20106		
G-12008	"MJ1391"			MONOMER-15639		
G-18033				MONOMER-18565		
G-12420	"R01111"			MONOMER-16111		
G-9010				MONOMER-11555		
G-296				CARABACSU-MONOMER		
AT1G43710		16488760	16490824	AT1G43710-MONOMER		
AT4G13510				AT4G13510-MONOMER		
G-9612				MONOMER-302		
G-10531				MONOMER-13806		
G-14459				MONOMER-16602		
G-43693				MONOMER-18947		
G-14954				MONOMER-17162		
G-10085				MONOMER-13251		
G185E-7851	"Rv3573c"			G185E-7851-MONOMER		
G-44074				MONOMER-19366		
G-11000				MONOMER-14414		
G-43690				MONOMER-18944		
G-14951	"PPS_4061"			MONOMER-17159		
G-10082				MONOMER-13247		
G185E-7847	"Rv3569c"			G185E-7847-MONOMER		
G-44071				MONOMER-19363		
G-10998				MONOMER-14412		
G-11473				MONOMER-15033		
G-15359				MONOMER-17645		
G-44475				MONOMER-19771		
G-17618				MONOMER-18108		
G-54975				MONOMER-20089		
G-11983				MONOMER-15612		
G-18013	"Caur_2283"			MONOMER-18540		
G-12402	"SPAC139.04c"			MONOMER-16096		
G-8963				MONOMER-721		
G-278				ROCABACSU-MONOMER		
AT1G20510	"At1g20510"			AT1G20510-MONOMER		
AT4G00550				AT4G00550-MONOMER		
